Subsystem 3	ERR1398068	ERR1398076	ERR1398077	ERR1398085	ERR1398168	ERR1398221	ERR1398078	ERR1398089	ERR1398129	ERR1398206	ERR1398257	ERR1398263
Two partner secretion pathway (TPS)	6.25	22	13	6.25	6.25	0	8	14	0.166666667	7	2.5	11
Two-component Response Regulator of Virulence ResDE	1	0	0	0	1	2	0	3	1	1	0	2
Two-component regulatory systems in Campylobacter	50.16666667	41.83333333	66.33333333	68.84285714	50.16666667	116.8333333	52.66666667	50.5	30.9	93.16666667	53.33333333	128.6666667
Type 1 pili (mannose-sensitive fimbriae)	10	22	21	8.166666667	10	0	3	20	1	4	13	14
"Type 4 conjugative transfer system, IncI1 type"	23	3	14	26	23	0	0	2	5	1	2	1
Type 4 secretion and conjugative transfer	16	19	40	42	16	6	2	2	1	4	5.111111111	15.77777778
Type I Restriction-Modification	150.4777778	67.5	118.3214286	93.41666667	150.4777778	211.8333333	140.3333333	86.83333333	55.31111111	139.45	119.3210678	157.85
Type III secretion system orphans	1.111111111	5	6	1.111111111	1.111111111	0	2	7	0	1	0.111111111	3
"Type III secretion systems, extended"	2	0	0	0	2	0	0	0	0	0	1	1
Type IV pilus	0	0	2	0.25	0	0	0	0	0	2.5	0	0
Type VI secretion systems	115.7527778	70.04090909	63.39920635	43.38095238	115.7527778	52.07424242	77.39285714	106.1706349	27.07821068	47.21944444	83.17460317	67.33535354
UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	263.4392857	216.7833333	210.1440476	132.6714286	263.4392857	310.6107143	234.1003358	210.490812	125.9166667	256.0690476	157.0551948	226.2191198
Ubiquinone Biosynthesis	31	36.36666667	26.97619048	8.5	31	15.5	16.83333333	28.16666667	6.583333333	33.30952381	13	22.33333333
Ubiquinone Menaquinone-cytochrome c reductase complexes	2	0	0	0.5	2	0	0	0	0	2	0	0
Ubiquinone biosynthesis -- gjo	15.66666667	23.16666667	16.66666667	9.5	15.66666667	21.33333333	21.16666667	23.16666667	12.08333333	17.66666667	12.16666667	22.33333333
Universal GTPases	545.5810245	501.9968254	426.7544012	300.5000111	545.5810245	775.9535714	490.4678571	425.740873	252.702381	530.9424603	324.8879851	558.8100289
Universal stress protein family	4	5	4	0	4	2	7	4	1	3	3	6
Unknown carbohydrate utilization ( cluster Ydj )	9.833333333	15.16666667	18.5	14.83333333	9.833333333	5	4.916666667	21.83333333	10.53333333	8	13.46969697	18.33333333
Unknown carbohydrate utilization ( cluster Yeg )	15.2	17	12	8	15.2	6.5	6.5	10.95	2.166666667	2	12.24545455	4.75
Unknown carbohydrate utilization containing Fructose-bisphosphate aldolase	3	0	0	1	3	0	0	1	0	0	0	1
Unknown sugar utilization (cluster yphABCDEFG)	21.5	11	24	20.03333333	21.5	28	12.14285714	10.45833333	10.45	15.5	14.23376623	27.41666667
Unsaturated Fatty Acid Metabolism	6.142857143	9	7.083333333	2	6.142857143	0	2	8	0.1	2.5	2.926190476	1
Unspecified monosaccharide transport cluster	59.53852814	40.98333333	37.37745726	20.44130592	59.53852814	61.67857143	38.67930403	44.07259407	16.22142857	49.53614719	21.14358974	40.65800866
Uptake of selenate and selenite	16.58333333	13.5	13.66666667	9	16.58333333	10.83333333	8	18.66666667	2.833333333	10.5	12.83333333	19.16666667
Uracil-DNA glycosylase	54.5	47.5	41.5	25	54.5	82	44	44	28	63.33333333	26.5	50.5
Urea decomposition	16.5	24.5	24.5	10.5	16.5	8.5	19	47.5	11.5	11.5	12.33333333	18.5
Urease subunits	11	10	7	7	11	5.5	9.5	13	3.5	7	11	11
Utilization of glutathione as a sulphur source	6.25	19.5	7.25	4	6.25	3.5	9.5	16	2.25	8.25	5.5	3.25
V-Type ATP synthase	179	152	208	145.5	179	255	140	186	152	176.5	147.2	218.0833333
VC0266	0	0	1	1	0	0	1	1	0	1	0	1
Valine degradation	11.54967532	5.85952381	3.852777778	4.640909091	11.54967532	6	7.033333333	6.069047619	3.732575758	6.658333333	3.477777778	3.344444444
Very long  fatty acid biosynthesis in plants	0	0	0	0	0	1	0	0	0	0	0	0
Vibrio Core Oligosaccharide Biosynthesis	0	0	0	3	0	0	8.5	0	0	0	1.5	1.5
WhiB and WhiB-type regulatory proteins_	27.58333333	22.5	46.58333333	20.34090909	27.58333333	26	31.25	35.25	13.1	34	17.08333333	24.16666667
Widespread colonization island	51	19	36	30	51	53	54	54	42	44	40	45
Wyeosine-MimG Biosynthesis	0	0	0	0	0	0	0	0	0.5	0	0	0
Xanthine Metabolism in Bacteria	29.5	30.5	28	23.5	29.5	30.5	29	30.33333333	25.5	26.33333333	32	31
Xanthosine utilization (xap region)	5	1.5	4	5.5	5	3	3	6.5	1	4	5	2
Xylose utilization	323.8209707	246.5833333	289.6718975	274.290873	323.8209707	492.15	294.2008658	250.9519231	187.8730159	328.8357143	226.2111111	344.5166667
YcfH	36.5	32.5	25.5	19	36.5	39	24	30.5	18	31	24	35.5
YebC	126.4928571	119.7166667	100.1333333	52.83888889	126.4928571	182.4666667	107.6833333	88.39444444	32.68333333	144.25	56.18055556	108.675
YgfZ	93.89209957	109.4953638	97.36904762	64.5295879	93.89209957	92.08852814	88.88987212	106.1162698	38.7952381	94.86904762	52.65440115	82.34404762
YgfZ-Fe-S	24.65844156	17.02195109	25.13095238	15.11927044	24.65844156	23.66309524	18.73153878	29.60039683	6.5	23.99365079	11.19285714	23.22142857
YgjD and YeaZ	7.370238095	8.989835165	7.823015873	4.564285714	7.370238095	10.83333333	6.797893773	8.496428571	5.183333333	8.376862027	5.098809524	5.99047619
YjbEFGH Locus Involved in Exopolysaccharide Production	7	11	5	0.333333333	7	0	4	6	0	3	0.5	1
YjeE	22.90833333	28.45238095	25.63373016	11.25	22.90833333	34.60833333	19.88452381	21.89166667	17.02142857	28.85515873	11.7	20.65833333
YrdC-YciO	80.71150794	77.03388278	60.76944444	35.10595238	80.71150794	106.2178571	78.7014652	53.88214286	45.51785714	77.29710012	47.39047619	62.60833333
YrdC-YciO-Sua5 and associated protein families	122.5699356	106.8850733	131.7610612	72.877331	122.5699356	175.7066198	122.8655345	110.2055916	79.4222583	147.8774032	78.78896104	104.0963267
Zinc regulated enzymes	43.66666667	40.41666667	32.33333333	21	43.66666667	39.91666667	29.16666667	40.80952381	10.08333333	17.04166667	45.58333333	40.58333333
Zinc resistance	60	46	50	40	60	67.5	30	36	29	45	28	47
acinetobacter tca	56.96987734	73.14490591	67.45039683	45.22803667	56.96987734	97.525	58.07869996	67.00873016	30.975	84.23730159	31.83849206	68.19087302
alpha carboxysome	0	0	0	0	0	0	0	0	0	0	0.333333333	0
beta carboxysome	0.25	0.5	0	0	0.25	1.583333333	0	0	0	0.5	0.25	0.75
beta-glucuronide utilization	1.5	0.5	2	0.5	1.5	0	0	0	0.2	1	0.5	0
cAMP signaling in bacteria	100.7833333	59.5	81.03333333	66.66666667	100.7833333	102.1666667	59	87.66666667	37.16666667	80.33333333	57.08333333	98.16666667
carbazol degradation cluster	0	0.5	0.833333333	1	0	0	0	2.5	1	0.333333333	0	0.5
cell division cluster containing FtsQ	27.5	20.7	14.9	21.71666667	27.5	43.08333333	26.01666667	18.01666667	11.26666667	31.16666667	16.5	34.85
coA-FolK	129.7833333	116.8166667	118	71.11666667	129.7833333	190.4166667	130.4166667	133.0833333	65.91666667	145.4166667	90.5	125.6666667
ct6A	29.83333333	35.72222222	24.70833333	14.45833333	29.83333333	48.83333333	34.11111111	26.83333333	22.5	32.33333333	12.58333333	24
dTDP-rhamnose synthesis	91.5	76.83333333	72.83333333	75.83333333	91.5	140	83.16666667	64	43.5	100.5	60.33333333	112
dcernst CoA Salvage	99.33333333	106.75	90.08333333	53.41666667	99.33333333	142.6666667	88.25	86.58333333	45.75	113.8333333	66.5	88.66666667
dephospho-tetrahydromethanopterin biosynthesis MYousef	0	0	0	0	0	0	0	0	0.333333333	0	0	0
methanopterin biosynthesis	0	0	0	0	0	0	0	0	0.333333333	0	0	0
methyl t6A	15.66666667	21.66666667	14.16666667	5.5	15.66666667	29.5	10.58333333	10.66666667	6.333333333	18.16666667	4.083333333	11.33333333
n-Phenylalkanoic acid degradation	12.36114719	6.332117882	13.88684371	6.392099567	12.36114719	10.03452381	8.737240537	11.2484127	7.690909091	8.503607504	6.537301587	10.69844877
p-Aminobenzoyl-Glutamate Utilization	25	19	24	24	25	11	16	25	9	5	20	20
p-Hydroxybenzoate degradation	2.033333333	5.083333333	4.266666667	2.533333333	2.033333333	0	3	3.65	0	1.283333333	1.033333333	2.583333333
pVir Plasmid of Campylobacter	101.9083333	82.08333333	88.11634199	53.08660131	101.9083333	146.8666667	86.26785714	79.37424242	50.3004329	96.06666667	63.57619048	97.43849206
pyrimidine conversions	265.5190226	248.4444444	269.4142857	194.9047009	265.5190226	405.625	279.1547619	261.2083333	148.0039683	298.9623016	181.3228938	295.5857143
rRNA modification Archaea	0	0	0.5	0	0	0	0.333333333	0.5	0	0	0	0.583333333
rRNA modification bacteria	41.09090909	74.66666667	42.33333333	15.16666667	41.09090909	14	26.66666667	58.08333333	8	22.83333333	13.5	26.16666667
riboflavin to FAD	30.91666667	16.36666667	20.76666667	17.45	30.91666667	43.11666667	26.06666667	25.36666667	8.45	31.36666667	17.25	27.7
t(6)A synthesis in Archaea and Eukaryotes	0	0	0	2.5	0	0	0	0	0	0	0.5	0
t(6)A synthesis in bacteria	15.74206349	16.32435897	15.30992063	9.839285714	15.74206349	23.81785714	16.25860806	16.28214286	11.70119048	16.60424298	9.723809524	14.775
t6A synthesis in Archaea and Eukaryotes	0	0	0	2.5	0	0	0	0	0	0	0.5	0
t6A synthesis in bacteria	73.11289683	55.5043956	47.93611111	26.80595238	73.11289683	89.31785714	55.47838828	48.56547619	27.30119048	66.7740232	34.34047619	52.45833333
"tRNA aminoacylation, Ala"	133.05	111.1666667	98.36515152	78.26551227	133.05	223.6166667	102.775	101.45	54.4520202	124.0345238	70.58971861	126.2853535
"tRNA aminoacylation, Arg"	108.6666667	91	94.1984127	54.7491453	108.6666667	146.3333333	83.76785714	85.52777778	46.625	107.4166667	52.43055556	88.34126984
"tRNA aminoacylation, Asp and Asn"	173.5452381	156.1833333	157.5047619	83.06587302	173.5452381	257.4886905	141.3944444	153.2095238	76.35	182.15	89.88327228	166.5039683
"tRNA aminoacylation, Cys"	60.83333333	63.91666667	63.83333333	25.33333333	60.83333333	98	48.70833333	49.16666667	26	67.66666667	37.91666667	66.83333333
"tRNA aminoacylation, Glu and Gln"	191.3845238	163.9333333	156.1	102.6777778	191.3845238	286.1428571	162.8666667	150.4	71.75	184.9166667	113.697558	180.9539683
"tRNA aminoacylation, Gly"	88	88	63	50.125	88	138	73	66	34.16666667	84	47	84
"tRNA aminoacylation, His"	7	4.75	5.833333333	3.25	7	7	3	4.5	1.833333333	4.5	3.083333333	6.583333333
"tRNA aminoacylation, Ile"	113.8761905	79.61666667	89.76904762	73.33333333	113.8761905	163.7873016	98.25	95.92619048	40.125	112.9	71.02142857	130.8261905
"tRNA aminoacylation, Leu"	109.6032107	120.5833333	105.116342	75.4209707	109.6032107	197.5761905	118.3678571	96.25952381	64.39702381	129.3373016	67.0218254	149.4638889
"tRNA aminoacylation, Lys"	138.15	99.25	82.66666667	61.2	138.15	158	94.2	100	52	108.75	68.83333333	114.4333333
"tRNA aminoacylation, Met"	140.2666667	105	104.3011905	61.55952381	140.2666667	181.3333333	92.35396825	85.36666667	54.14285714	121.9	68.97777778	120.2409091
"tRNA aminoacylation, Phe"	183.1099567	164.8111111	133.6666667	113.6166667	183.1099567	264.25	164.6769231	145.7083333	65.41944444	173.5916667	83.84285714	158.231746
"tRNA aminoacylation, Ser"	48.41666667	46.08333333	37.83333333	16.33333333	48.41666667	67.91666667	43.33333333	35.33333333	12.33333333	56.5	25.5	48.75
"tRNA aminoacylation, Thr"	41.92424242	37	41.5	34.89444444	41.92424242	61.66666667	42.5	37.5	24	42.75	39.33333333	51.125
"tRNA aminoacylation, Trp"	58	65	54	28	58	90	62	57	25	60	38	63.5
"tRNA aminoacylation, Tyr"	75.41666667	72.41666667	63.28333333	39.08333333	75.41666667	125.5	61.41666667	66.75	30.25	83.33333333	37.53333333	74.08333333
"tRNA aminoacylation, Val"	133.64329	121.5333333	93.97202381	84.77821068	133.64329	193.6428571	113	114.0595238	57.58730159	120.6428571	84.33852814	125.4761905
tRNA modification Archaea	110.2230159	111.5400794	87.0952381	64.60238095	110.2230159	175.4920996	145.2742063	106.6630952	79.41428571	129.9166667	53.675	117.0559524
tRNA modification yeast mitochondrial	0	4	3	1	0	4	2	4	1	5	1	4
tRNA mods Archaea	369.9003968	293.7392857	308.1119048	188.7619048	369.9003968	534.5730519	311.4115079	314.9805556	168.5809524	377.0785714	206.7678571	326.0821429
tRNA nucleotidyltransferase	53.5	40.16666667	33.5	18.5	53.5	70.5	40	35.66666667	26	53.83333333	31.5	50
tRNA processing	198.4261905	185.7011905	166.0428571	126.3333333	198.4261905	268.9333333	158.2928571	156.15	84.61666667	201.9833333	118.2	186.202381
tRNA splicing	1.5	0	0.5	1	1.5	0	0.5	1.5	1	0	2	1.5
tRNA-dependent amino acid transfers	4	2	1	0	4	1	1	3	2	0	0	0
tRNA-methylthiotransferase containing cluster	3.50952381	5.751190476	3.342857143	0.25	3.50952381	0.5	1.366666667	4.7	0	1.916666667	0	2.035714286
trimethylamine N-oxide (TMAO) reductase	10.19047619	6.583333333	14.83333333	2.998015873	10.19047619	7	6.5	6.25	0.3	5.5	7.928571429	3
